Index,GNI_real,GDP_real,INDPRO,IPFPNSS_1,IPFPNSS_2,IPFINAL_1,IPFINAL_2,IPCONGD,IPDCONGD,IPNCONGD,IPBUSEQ,IPMAT,IPDMAT,IPNMAT,IPMANSICS,IPB51222S,IPFUELS,CUMFNS,HWI,HWIURATIO,CLF16OV,CE16OV,UNRATE,UEMPMEAN,UEMPLT5,UEMP5TO14,UEMP15OV,UEMP15T26,UEMP27OV,PAYEMS,ICSA ,USGOOD,CES1021000001,USCONS,MANEMP,DMANEMP,NDMANEMP,SRVPRD,USTPU,USWTRADE,USTRADE,USFIRE,USGOV,CES0600000007,AWOTMAN,AWHMAN,CES0600000008,CES2000000008,CES3000000008,HOUST,HOUSTNE,HOUSTMW,HOUSTS,HOUSTW,PERMIT,PERMITNE,PERMITMW,PERMITS,PERMITW,DPCERA3M086SBEA,RETAILx,ACOGNO,AMDMNOx,ANDENOx,AMDMUOx,ISRATIOx,UMCSENTx,M1SL,M2SL,M2REAL,BOGMBASE,TOTRESNS,NONBORRES,BUSLOANS,REALLN,NONREVSL,CONSPI,DTCOLNVHFNM,DTCTHFNM,INVEST,KR.MIR,CP3Mx,TB3MS,TB6MS,GS1,GS5,GS10,AAA,BAA,COMPAPFFx,TB3SMFFM,TB6SMFFM,T1YFFM,T5YFFM,T10YFFM,AAAFFM,BAAFFM,TWEXAFEGSMTH,EXKRUSx,EXKRJPx,EXKREUx,EXKRCNx,WPSFD49207,WPSFD49502,WPSID61,WPSID62,OILPRICEx,PPICMM,CPIAUCSL,CPIAPPSL,CPITRNSL,CPIMEDSL,CUSR0000SAC,CUSR0000SAD,CUSR0000SAS,CPIULFSL,CUSR0000SA0L2,PCEPI,DDURRG3M086SBEA,DNDGRG3M086SBEA,DSERRG3M086SBEA,KOSPI,KOSPIdivyield,KOSPIPE,VKOSPI,US.FFR
1966.11.1,50489.87109,49433.24125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,271.18,,,,,,,,,6.02,,,,,,,,,,,,,,,,,,5.76
1966.12.1,50489.87109,49433.24125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,271.18,,,,,,,,,5.99,,,,,,,,,,,,,,,,,,5.4
1967.1.1,46459.55644,50841.28958,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,269.85,,,,,,,,,6,,,,,,,,,,,,,,,,,,4.94
1967.2.1,46459.55644,50841.28958,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,269.9,,,,,,,,,6.02,,,,,,,,,,,,,,,,,,5
1967.3.1,46459.55644,50841.28958,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,270.05,,,,,,,,,6.075,,,,,,,,,,,,,,,,,,4.53
1967.4.1,50380.13003,51782.15861,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,270.1,,,,,,,,,6.085,,,,,,,,,,,,,,,,,,4.05
1967.5.1,50380.13003,51782.15861,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,270.05,,,,,,,,,6.1,,,,,,,,,,,,,,,,,,3.94
1967.6.1,50380.13003,51782.15861,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,270,,,,,,,,,6.19,,,,,,,,,,,,,,,,,,3.98
1967.7.1,52976.14612,53823.51361,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,270.25,,,,,,,,,6.25,,,,,,,,,,,,,,,,,,3.79
1967.8.1,52976.14612,53823.51361,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,270.34,,,,,,,,,6.26,,,,,,,,,,,,,,,,,,3.9
1967.9.1,52976.14612,53823.51361,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,270.58,,,,,,,,,6.275,,,,,,,,,,,,,,,,,,3.99
1967.10.1,55599.022,53960.0652,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,270.29,,,,,,,,,6.3,,,,,,,,,,,,,,,,,,3.88
1967.11.1,55599.022,53960.0652,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106,,,,,,,,,,,,,,,,,,,,,,,,,,,,271.9,,,,,,,,,6.305,,,,,,,,,,,,,,,,,,4.13
1967.12.1,55599.022,53960.0652,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,274.6,,,,,,,,,6.265,,,,,,,,,,,,,,,,,,4.51
1968.1.1,54817.86698,57427.60058,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,274.7,,,,,,,,,6.425,,,,,,,,,,,,,,,,,,4.61
1968.2.1,54817.86698,57427.60058,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,274.6,,,,,,,,,6.44,,,,,,,,,,,,,,,,,,4.71
1968.3.1,54817.86698,57427.60058,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,274.7,,,,,,,,,6.5,,,,,,,,,,,,,,,,,,5.05
1968.4.1,58660.1679,58695.36763,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,126.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,274.8,,,,,,,,,6.48,,,,,,,,,,,,,,,,,,5.76
1968.5.1,58660.1679,58695.36763,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,127.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,274.8,,,,,,,,,6.47,,,,,,,,,,,,,,,,,,6.12
1968.6.1,58660.1679,58695.36763,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,132.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,274.8,,,,,,,,,6.51,,,,,,,,,,,,,,,,,,6.07
1968.7.1,60275.77433,62170.55694,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,137.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,274.8,,,,,,,,,6.535,,,,,,,,,,,,,,,,,,6.03
1968.8.1,60275.77433,62170.55694,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,138.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,276.5,,,,,,,,,6.57,,,,,,,,,,,,,,,,,,6.03
1968.9.1,60275.77433,62170.55694,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,139.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,279.5,,,,,,,,,6.59,,,,,,,,,,,,,,,,,,5.78
1968.10.1,62781.87679,61106.73352,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,143.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,280.9,,,,,,,,,6.61,,,,,,,,,,,,,,,,,,5.91
1968.11.1,62781.87679,61106.73352,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,151.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,281.6,,,,,,,,,6.62,,,,,,,,,,,,,,,,,,5.82
1968.12.1,62781.87679,61106.73352,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,156.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,281.5,,,,,,,,,6.67,,,,,,,,,,,,,,,,,,6.02
1969.1.1,57699.30359,63402.55566,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,164.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,281.7,,,,,,,,,6.67,,,,,,,,,,,,,,,,,,6.3
1969.2.1,57699.30359,63402.55566,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,169.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,282.4,,,,,,,,,7.08,,,,,,,,,,,,,,,,,,6.61
1969.3.1,57699.30359,63402.55566,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,164.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,283.2,,,,,,,,,6.695,,,,,,,,,,,,,,,,,,6.79
1969.4.1,62198.72151,65086.90549,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,171.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,284.2,,,,,,,,,6.73,,,,,,,,,,,,,,,,,,7.41
1969.5.1,62198.72151,65086.90549,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,180.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,285,,,,,,,,,6.755,,,,,,,,,,,,,,,,,,8.67
1969.6.1,62198.72151,65086.90549,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,177.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,285,,,,,,,,,6.75,,,,,,,,,,,,,,,,,,8.9
1969.7.1,68418.45298,69768.36268,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,185,,,,,,,,,,,,,,,,,,,,,,,,,,,,286.3,,,,,,,,,6.75,,,,,,,,,,,,,,,,,,8.61
1969.8.1,68418.45298,69768.36268,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,190.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,287.6,,,,,,,,,6.76,,,,,,,,,,,,,,,,,,9.19
1969.9.1,68418.45298,69768.36268,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,198.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,288.8,,,,,,,,,6.785,,,,,,,,,,,,,,,,,,9.15
1969.10.1,71811.10762,70017.25761,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,204.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,291.4,,,,,,,,,6.87,,,,,,,,,,,,,,,,,,9
1969.11.1,71811.10762,70017.25761,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,212.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,304.55,,,,,,,,,7.025,,,,,,,,,,,,,,,,,,8.85
1969.12.1,71811.10762,70017.25761,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,215.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,304.45,,,,,,,,,7.05,,,,,,,,,,,,,,,,,,8.97
1970.1.1,64324.33975,68712.70605,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,258.1,,,233.3,,5.4,,,,,,,,,,,,,,,,,,,,,,,,,,305.35,,,,,,,,,7.605,,,,,,,,,,2.8,,,,,,,,8.98
1970.2.1,64324.33975,68712.70605,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,265.6,,,243.9,,6.7,,,,,,,,,,,,,,,,,,,,,,,,,,306.15,,,,,,,,,7.87,,,,,,,,,,2.8,,,,,,,,8.98
1970.3.1,64324.33975,68712.70605,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,255.6,,,243.5,,18.7,,,,,,,,,,,,,,,,,,,,,,,,,,306.85,,,,,,,,,8.045,,,,,,,,,,2.8,,,,,,,,7.76
1970.4.1,65676.80983,71616.77957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16920.4,,,,,,,,254,,,238.1,,7.3,,,,,,,,,,,,,,,,,,,,,,,,,,308.65,,,,,,,,,8.29,,,,,,,,,,3,7.7,3.5,3.1,,,,,8.1
1970.5.1,65676.80983,71616.77957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16920.4,,,,,,,,257.9,,,242.1,,7.1,,,,,,,,,,,,,,,,,,,,,,,,,,309.35,,,,,,,,,8.43,,,,,,,,,,3,7.7,3.5,3.1,,,,,7.95
1970.6.1,65676.80983,71616.77957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16920.4,,,,,,,,261.4,,,247.6,,1.6,,,,,,,,,,,,,,,,,,,,,,,,,,310.75,,,,,,,,,8.365,,,,,,,,,,3,7.7,3.5,3.1,,,,,7.61
1970.7.1,72477.09812,72069.47397,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17457.8,,,,,,,,261.8,,,250.8,,-1.2,,,,,,,,,,,,,,,,,,,,,,,,,,312.35,,,,,,,,,8.41,,,,,,,,,,3,2.1,2.9,4,,,,,7.21
1970.8.1,72477.09812,72069.47397,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17457.8,,,,,,,,270.1,,,259.7,,-10.7,,,,,,,,,,,,,,,,,,,,,,,,,,312.95,,,,,,,,,8.4,,,,,,,,,,3,2.1,2.9,4,,,,,6.62
1970.9.1,72477.09812,72069.47397,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17457.8,,,,,,,,290.3,,,267.1,,-21,,,,,,,,,,,,,,,,,,,,,,,,,,313.85,,,,,,,,,8.41,,,,,,,,,,3,2.1,2.9,4,,,,,6.29
1970.10.1,78518.31602,77129.579,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17308.7,,,,,,,,283.8,,,271.6,,-20.5,,,,,,,,,,,,,,,,,,,,,,,,,,314.95,,,,,,,,,8.375,,,,,,,,,,3.2,0.7,-1,-0.1,,,,,6.2
1970.11.1,78518.31602,77129.579,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17308.7,,,,,,,,293.2,,,289.5,,-25.3,,,,,,,,,,,,,,,,,,,,,,,,,,315.75,,,,,,,,,8.35,,,,,,,,,,3.2,0.7,-1,-0.1,,,,,5.6
1970.12.1,78518.31602,77129.579,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17308.7,,,,,,,,318.8,,,299.6,,-23.4,,,,,,,,,,,,,,,,,,,,,,,,,,316.65,,,,,,,,,8.265,,,,,,,,,,3.2,0.7,-1,-0.1,,,,,4.9
1971.1.1,74430.41448,78742.9415,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17965.8,,,,,,,,321.5,,,280.5,,-44.3,,,,,,,,,,,,,,,,,,,,,,,,,,318.55,,,,,,,,,8.27,,,,,,,,,,3.3,7.5,1.3,3.6,,,,,4.14
1971.2.1,74430.41448,78742.9415,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17965.8,,,,,,,,315.2,,,277.6,,-27.6,,,,,,,,,,,,,,,,,,,,,,,,,,320.25,,,,,,,,,8.26,,,,,,,,,,3.3,7.5,1.3,3.6,,,,,3.72
1971.3.1,74430.41448,78742.9415,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17965.8,,,,,,,,313.6,,,279.1,,-29.5,,,,,,,,,,,,,,,,,,,,,,,,,,322.25,,,,,,,,,8.265,,,,,,,,,,3.3,7.5,1.3,3.6,,,,,3.71
1971.4.1,78716.57221,82689.78724,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18531.4,,,,,,,,327.2,,,285.4,,-29.4,,,,,,,,,,,,,,,,,,,,,,,,,,324.15,,,,,,,,,8.285,,,,,,,,,,3.4,3.1,3,3.6,,,,,4.16
1971.5.1,78716.57221,82689.78724,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18531.4,,,,,,,,332,,,287.5,,-36.1,,,,,,,,,,,,,,,,,,,,,,,,,,326.35,,,,,,,,,8.25,,,,,,,,,,3.4,3.1,3,3.6,,,,,4.63
1971.6.1,78716.57221,82689.78724,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18531.4,,,,,,,,322.5,,,290.3,,-28,,,,,,,,,,,,,,,,,,,,,,,,,,370.8,,,,,,,,,8.235,,,,,,,,,,3.4,3.1,3,3.6,,,,,4.91
1971.7.1,81326.08188,83969.49085,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18892.1,,,,,,,,315.4,,,285.2,,-39.2,,,,,,,,,,,,,,,,,,,,,,,,,,370.8,,,,,,,,,8.24,,,,,,,,,,3.5,4.5,1.8,3.4,,,,,5.31
1971.8.1,81326.08188,83969.49085,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18892.1,,,,,,,,322.3,,,288.5,,-50.9,,,,,,,,,,,,,,,,,,,,,,,,,,370.8,,,,,,,,,8.285,,,,,,,,,,3.5,4.5,1.8,3.4,,,,,5.57
1971.9.1,81326.08188,83969.49085,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18892.1,,,,,,,,331.6,,,308.7,,-68.7,,,,,,,,,,,,,,,,,,,,,,,,,,370.8,,,,,,,,,8.49,,,,,,,,,,3.5,4.5,1.8,3.4,,,,,5.55
1971.10.1,85985.25799,85339.06634,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19007.4,,,,,,,,360.4,,,308.4,,-74.1,,,,,,,,,,,,,,,,,,,,,,,,,,370.8,,,,,,,,,8.495,,,,,,,,,,3.6,1.2,-0.5,1.9,,,,,5.2
1971.11.1,85985.25799,85339.06634,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19007.4,,,,,,,,352.7,,,286.4,,-89.7,,,,,,,,,,,,,,,,,,,,,,,,,,370.8,,,,,,,,,8.495,,,,,,,,,,3.6,1.2,-0.5,1.9,,,,,4.91
1971.12.1,85985.25799,85339.06634,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19007.4,,,,,,,,376.1,,,288.2,,-79.9,,,,,,,,,,,,,,,,,,,,,,,,,,373.3,,,,,,,,,8.555,,,,,,,,,,3.6,1.2,-0.5,1.9,,,,,4.14
1972.1.1,77950.82865,86282.53968,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19326.6,,,,,,,,371.4,,,274,,-103.1,,,,,,,,,,,,,,,,,,,,,,,,,,376.4,,,,,,,,,8.555,,,,,,,,,,3.7,7,3.4,-1.2,,,,,3.51
1972.2.1,77950.82865,86282.53968,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19326.6,,,,,,,,382.7,,,280.4,,-87.2,,,,,,,,,,,,,,,,,,,,,,,,,,382,,,,,,,,,8.56,,,,,,,,,,3.7,7,3.4,-1.2,,,,,3.3
1972.3.1,77950.82865,86282.53968,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19326.6,,,,,,,,380.1,,,274.1,,-75.7,,,,,,,,,,,,,,,,,,,,,,,,,,387.1,,,,,,,,,8.635,,,,,,,,,,3.7,7,3.4,-1.2,,,,,3.83
1972.4.1,83385.62528,88258.31245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19564.5,,,,,,,,375.5,,,279.6,,-110.6,,,,,,,,,,,,,,,,,,,,,,,,,,392.9,,,,,,,,,8.64,,,,,,,,,,3.9,-2.3,0.6,2.7,,,,,4.17
1972.5.1,83385.62528,88258.31245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19564.5,,,,,,,,381.6,,,279.7,,-111.1,,,,,,,,,,,,,,,,,,,,,,,,,,396.1,,,,,,,,,8.695,,,,,,,,,,3.9,-2.3,0.6,2.7,,,,,4.27
1972.6.1,83385.62528,88258.31245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19564.5,,,,,,,,390.4,,,276,,-156.3,,,,,,,,,,,,,,,,,,,,,,,,,,399.7,,,,,,,,,8.725,,,,,,,,,,3.9,-2.3,0.6,2.7,,,,,4.46
1972.7.1,86796.15774,88872.71639,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19761.2,,,,,,,,399.9,,,288.3,,-150.6,,,,,,,,,,,,,,,,,,,,,,,,,,399.3,,,,,,,,,8.69,,,,,,,,,,4,1.9,0.6,2,,,,,4.55
1972.8.1,86796.15774,88872.71639,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19761.2,,,,,,,,422.4,,,309.6,,-136.9,,,,,,,,,,,,,,,,,,,,,,,,,,399,,,,,,,,,8.715,,,,,,,,,,4,1.9,0.6,2,,,,,4.81
1972.9.1,86796.15774,88872.71639,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19761.2,,,,,,,,463.8,,,332.4,,-136,,,,,,,,,,,,,,,,,,,,,,,,,,398.7,,,,,,,,,8.765,,,,,,,,,,4,1.9,0.6,2,,,,,4.87
1972.10.1,91798.8969,91601.61222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20297.4,,,,,,,,482.4,,,342.8,,-158.9,,,,,,,,,,,,,,,,,,,,,,,,,,398.7,,,,,,,,,8.77,,,,,,,,,,4,9.1,2,2.8,,,,,5.05
1972.11.1,91798.8969,91601.61222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20297.4,,,,,,,,503.1,,,365.2,,-179.5,,,,,,,,,,,,,,,,,,,,,,,,,,398.8,,,,,,,,,8.775,,,,,,,,,,4,9.1,2,2.8,,,,,5.06
1972.12.1,91798.8969,91601.61222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20297.4,,,,,,,,532.2,,,427.5,,-200.2,,,,,,,,,,,,,,,,,,,,,,,,,,398.9,,,,,,,,,8.9,,,,,,,,,,4,9.1,2,2.8,,,,,5.33
1973.1.1,86013.27211,95299.07662,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20920,,,,,,,,554.3,,,419.7,,-231.4,,,,,,,,,,,,,,,,,,,,,,,,,,398.9,,,,,,,,,9,,,,,,,,,,4.1,-7.1,4.2,4.6,,,,,5.94
1973.2.1,86013.27211,95299.07662,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20920,,,,,,,,594.1,,,442.3,,-210.4,,,,,,,,,,,,,,,,,,,,,,,,,,398.9,,,,,,,,,9.16,,,,,,,,,,4.1,-7.1,4.2,4.6,,,,,6.58
1973.3.1,86013.27211,95299.07662,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20920,,,,,,,,586.4,,,416.7,,-200.5,,,,,,,,,,,,,,,,,,,,,,,,,,398.9,,,,,,,,,9.405,,,,,,,,,,4.1,-7.1,4.2,4.6,,,,,7.09
1973.4.1,91123.75521,99336.44055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21338.3,,,,,,,,593,,,426.8,,-213.9,,,,,,,,,,,,,,,,,,,,,,,,,,399,,,,,,,,,9.665,,,,,,,,,,4.3,16.6,1.2,3.1,,,,,7.12
1973.5.1,91123.75521,99336.44055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21338.3,,,,,,,,603.9,,,497.2,,-159.8,,,,,,,,,,,,,,,,,,,,,,,,,,398.9,,,,,,,,,9.685,,,,,,,,,,4.3,16.6,1.2,3.1,,,,,7.84
