Index,GNI_real,GDP_real,INDPRO,IPFPNSS_1,IPFPNSS_2,IPFINAL_1,IPFINAL_2,IPCONGD,IPDCONGD,IPNCONGD,IPBUSEQ,IPMAT,IPDMAT,IPNMAT,IPMANSICS,IPB51222S,IPFUELS,CUMFNS,HWI,HWIURATIO,CLF16OV,CE16OV,UNRATE,UEMPMEAN,UEMPLT5,UEMP5TO14,UEMP15OV,UEMP15T26,UEMP27OV,PAYEMS,ICSA ,USGOOD,CES1021000001,USCONS,MANEMP,DMANEMP,NDMANEMP,SRVPRD,USTPU,USWTRADE,USTRADE,USFIRE,USGOV,CES0600000007,AWOTMAN,AWHMAN,CES0600000008,CES2000000008,CES3000000008,HOUST,HOUSTNE,HOUSTMW,HOUSTS,HOUSTW,PERMIT,PERMITNE,PERMITMW,PERMITS,PERMITW,DPCERA3M086SBEA,RETAILx,ACOGNO,AMDMNOx,ANDENOx,AMDMUOx,ISRATIOx,UMCSENTx,M1SL,M2SL,M2REAL,BOGMBASE,TOTRESNS,NONBORRES,BUSLOANS,REALLN,NONREVSL,CONSPI,DTCOLNVHFNM,DTCTHFNM,INVEST,KR.MIR,CP3Mx,TB3MS,TB6MS,GS1,GS5,GS10,AAA,BAA,COMPAPFFx,TB3SMFFM,TB6SMFFM,T1YFFM,T5YFFM,T10YFFM,AAAFFM,BAAFFM,TWEXAFEGSMTH,EXKRUSx,EXKRJPx,EXKREUx,EXKRCNx,WPSFD49207,WPSFD49502,WPSID61,WPSID62,OILPRICEx,PPICMM,CPIAUCSL,CPIAPPSL,CPITRNSL,CPIMEDSL,CUSR0000SAC,CUSR0000SAD,CUSR0000SAS,CPIULFSL,CUSR0000SA0L2,PCEPI,DDURRG3M086SBEA,DNDGRG3M086SBEA,DSERRG3M086SBEA,KOSPI,KOSPIdivyield,KOSPIPE,VKOSPI,US.FFR
1984.10.1,272145.3335,275961.281,10.491,,,,,,,,,,,,10.412,9.232,,107.089,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45446.8,,,,,,,,11491.5,,,3692.8,,-8720,,,,,,,,,,,,,,,,,,,,,,,,,,817.4,333.42,,,48.68,48.12,52.51,26.06,,35.24,29.04,,,,,,,,,25.3,-0.4,0.1,2.2,,,,,9.99
1984.11.1,272145.3335,275961.281,10.491,,,,,,,,,,,,10.351,9.302,,105.957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45446.8,,,,,,,,11488.2,,,3759.7,,-8744.3,,,,,,,,,,,,,,,,,,,,,,,,,,821.1,333.45,,,48.36,47.71,52.43,25.89,,35.26,28.976,,,,,,,,,25.3,-0.4,0.1,2.2,,,,,9.43
1984.12.1,272145.3335,275961.281,10.673,,,,,,,,,,,,10.472,9.574,,107.882,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45446.8,,,,,,,,11889.5,,,4248.4,,-8850.3,,,,,,,,,,,,,,,,,,,,,,,,,,827.4,330.57,,,48.68,48.12,52.27,26.06,,35.365,28.976,,,,,,,,,25.3,-0.4,0.1,2.2,,,,,8.38
1985.1.1,263918.2632,281707.0248,10.178,,,9.4,31.4,31.4,14,47.9,11.5,6.1,14,47.9,9.917,9.372,42.9,101.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46228.4,,,,,,111.412,,12047,,,3384.6,,-9160.1,,,,,,,,,,,,,,,,,,,,,,,,,,830.6,326.31,,,49.09,48.38,52.59,26.25,,35.345,29.052,32.802,27.63,35.952,30.649,94.405,26.639,,34.203,25.3,2.5,0.4,3.1,,,,,8.35
1985.2.1,263918.2632,281707.0248,10.552,,,9.9,33.4,33.4,15.6,50.9,12.4,6.4,15.6,50.9,10.351,9.372,48,106.976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46228.4,,,,,,109.546,,12232.6,,,3791,,-9215.3,,,,,,,,,,,,,,,,,,,,,,,,,,842.8,325.19,,,49.09,48.38,52.51,26.29,,35.33,29.259,32.802,27.63,35.952,31.004,93.901,26.692,,34.33,25.3,2.5,0.4,3.1,,,,,8.5
1985.3.1,263918.2632,281707.0248,10.43,,,9.4,32,32,15.3,48.2,12.2,6.3,15.3,48.2,10.099,9.574,44,104.599,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46228.4,,,,,,111.283,,12142.7,,,3673,,-9703.6,,,,,,,,,,,,,,,,,,,,,,,,,,850.3,339.45,,,48.68,47.88,52.51,26.43,,35.355,29.289,32.834,27.63,36.315,30.901,94.203,26.904,,34.395,25.3,2.5,0.4,3.1,,,,,8.58
1985.4.1,273345.3357,287287.0263,10.742,,,10.4,32.9,32.9,15.5,50,12.5,6.4,15.5,50,10.412,9.715,47.5,105.051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47287.5,,,,,,108.114,,12332.3,,,3733.3,,-10157,,,,,,,,,,,,,,,,,,,,,,,,,,865.9,343.55,,,49.17,48.45,52.59,26.71,,35.375,29.319,32.834,27.657,36.315,30.954,94.305,26.904,,34.523,25.5,7.2,0.9,2.8,,,,,8.27
1985.5.1,273345.3357,287287.0263,10.612,,,9.3,32.8,32.8,15.7,49.3,11.7,6.5,15.7,49.3,10.351,9.645,47.4,104.486,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47287.5,,,,,,111.756,,12964.8,,,3673.3,,-10300.6,,,,,,,,,,,,,,,,,,,,,,,,,,871,346.12,,,49.09,48.38,52.51,27.05,,35.46,29.526,32.834,27.657,36.351,31.207,94.305,27.011,,34.842,25.5,7.2,0.9,2.8,,,,,7.97
1985.6.1,273345.3357,287287.0263,10.742,,,10.8,32.8,32.8,15.8,49.5,12.8,6.4,15.8,49.5,10.412,9.917,48.9,104.599,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47287.5,,,,,,112.402,,12876.8,,,3612.8,,-10595.7,,,,,,,,,,,,,,,,,,,,,,,,,,873.8,351.63,,,49,48.29,52.59,27,,35.475,29.555,32.834,27.657,36.315,31.257,94.203,27.064,,35.099,25.5,7.2,0.9,2.8,,,,,7.53
1985.7.1,284733.4921,289825.438,10.742,,,10.4,33,33,15.2,50.2,13.4,6.5,15.2,50.2,10.472,10.058,48.5,105.051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48459.2,,,,,,108.539,,13114.4,,,3680.7,,-11327.9,,,,,,,,,,,,,,,,,,,,,,,,,,876.3,370.14,,,49.09,48.38,52.51,27.08,,35.425,29.555,32.867,27.657,36.388,31.156,94.203,27.116,,35.291,26.1,5.7,2.1,2.4,,,,,7.88
1985.8.1,284733.4921,289825.438,10.985,,,9.6,33.4,33.4,15.5,50.9,12.4,6.6,15.5,50.9,10.602,10.268,49.5,103.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48459.2,,,,,,110.395,,13045.9,,,3511,,-11683.7,,,,,,,,,,,,,,,,,,,,,,,,,,886.8,370.97,,,49.24,48.62,52.51,27.08,,35.465,29.614,32.867,27.657,36.351,31.257,94.203,27.169,,35.419,26.1,5.7,2.1,2.4,,,,,7.9
1985.9.1,284733.4921,289825.438,10.985,,,9.7,33.9,33.9,16.4,51.3,12.5,6.6,16.4,51.3,10.663,10.128,50.8,103.806,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48459.2,,,,,,109.527,,13533,,,4439.6,,-12014.7,,,,,,,,,,,,,,,,,,,,,,,,,,891.7,408.48,,,49.4,48.78,52.51,26.95,,35.47,29.939,32.867,27.657,36.351,31.816,95.009,27.222,,35.419,26.1,5.7,2.1,2.4,,,,,7.92
1985.10.1,291489.3757,297865.2501,10.985,,,9.7,33.9,33.9,16,51.2,12.6,6.7,16,51.2,10.663,10.128,51.5,103.806,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49284.3,,,,,,107.628,,13691.4,,,3799.6,,-11704.8,,,,,,,,,,,,,,,,,,,,,,,,,,892.2,420.06,,,49.58,48.94,52.51,27,,35.425,30.028,33.131,27.713,36.351,31.866,94.909,27.222,,35.547,26.3,4.4,2.5,2.9,,,,,7.99
1985.11.1,291489.3757,297865.2501,10.985,,,9.3,34.6,34.6,16.4,52.5,12.5,6.7,16.4,52.5,10.723,10.128,52.4,105.844,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49284.3,,,,,,103.428,,13686.7,,,4046.7,,-11557.7,,,,,,,,,,,,,,,,,,,,,,,,,,889.1,439.28,,,49.09,48.38,52.51,27.27,,35.37,29.674,33.263,27.991,36.351,31.257,94.708,27.329,,35.676,26.3,4.4,2.5,2.9,,,,,8.05
1985.12.1,291489.3757,297865.2501,11.739,,,10.9,36.1,36.1,18.3,53.8,14.1,6.9,18.3,53.8,11.468,10.199,51.7,106.863,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49284.3,,,,,,98.94,,14398.8,,,4319,,-10971.7,,,,,,,,,,,,,,,,,,,,,,,,,,890.2,443.66,,,49.49,48.94,52.59,27.45,,35.4,29.85,33.295,28.378,36.351,31.41,94.708,27.488,,35.676,26.3,4.4,2.5,2.9,,,,,8.27
1986.1.1,286516.4855,302101.6206,11.921,,,12.8,37,37,18,54.8,15.9,7,18,54.8,11.711,10.058,53.6,103.919,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50428.7,,,,,,103.504,,14883.1,43133.6,1432.201,3790.8,,-11331.8,,,,,,,,,,,,,,,,,,,,,,,,,,888.7,461.67,,,49.8,49.28,52.66,27.17,,35.405,30.117,33.329,28.378,36.388,31.816,94.808,27.541,,35.803,26.2,4.9,2.2,1.3,,,,,8.14
1986.2.1,286516.4855,302101.6206,11.991,,,12.1,38.1,38.1,21,54.8,15.1,7.1,21,54.8,11.711,10.268,53.4,105.731,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50428.7,,,,,,107.097,,15038.9,43492.4,1435.724,4075.6,,-10924.8,,,,,,,,,,,,,,,,,,,,,,,,,,883.8,490.46,,,49.49,48.86,52.36,25.75,,35.4,30.293,33.329,28.351,36.424,32.12,95.009,27.594,,35.868,26.2,4.9,2.2,1.3,,,,,7.86
1986.3.1,286516.4855,302101.6206,12.303,,,11.4,39.2,39.2,21.5,56.3,15.3,7.4,21.5,56.3,12.083,10.541,54.3,108.448,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50428.7,,,,,,104.082,,15573.8,44587.1,1468.952,3772.2,,-11410.6,,,,,,,,,,,,,,,,,,,,,,,,,,885.2,492.33,,,49.33,48.62,51.73,23.06,,35.395,30.353,33.362,28.269,36.461,32.018,95.009,27.806,,35.932,26.2,4.9,2.2,1.3,,,,,7.48
1986.4.1,296413.363,313936.6052,12.736,,,13.2,40.5,40.5,23.3,57.5,15.7,7.5,23.3,57.5,12.525,10.743,55.3,108.901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51705.8,,,,,,95.651,,15891.8,45188.7,1490.245,4048.7,,-11665.9,,,,,,,,,,,,,,,,,,,,,,,,,,885.1,526.69,,,49.49,48.7,51.26,21.76,,35.455,30.323,33.362,28.129,36.461,31.917,95.009,27.913,,35.996,26.1,3.2,2.4,1.7,,,,,6.99
1986.5.1,296413.363,313936.6052,12.927,,,11.8,41.3,41.3,24,58,15.5,7.9,24,58,12.707,11.024,59.8,109.806,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51705.8,,,,,,95.086,,16227.3,46197.5,1514.622,3845.3,,-11661.1,,,,,,,,,,,,,,,,,,,,,,,,,,889.8,509.34,,,49.65,48.86,51.26,21.71,,35.51,30.501,33.494,28.129,36.533,32.17,97.63,28.018,,36.252,26.1,3.2,2.4,1.7,,,,,6.85
1986.6.1,296413.363,313936.6052,13.178,,,13,41.8,41.8,24.6,58.4,15.5,8,24.6,58.4,12.958,11.226,56.4,111.277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51705.8,,,,,,94.645,,16412.7,47043.5,1545.349,3557.8,,-11739.4,,,,,,,,,,,,,,,,,,,,,,,,,,886.6,536.2,,,49.33,48.38,51.26,21.33,,35.535,30.442,33.757,28.129,38.274,31.816,97.428,28.337,,36.508,26.1,3.2,2.4,1.7,,,,,6.92
1986.7.1,314329.6613,327801.1527,13.239,,,12.5,42.5,42.5,25.7,58.9,15.5,7.9,25.7,58.9,12.958,11.095,57.4,109.806,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53154.2,,,,,,97.129,,16710.3,47960.7,1573.979,3828.3,,-11749.8,,,,,,,,,,,,,,,,,,,,,,,,,,885,568.77,,,49.33,48.38,51.51,20.28,,35.6,30.471,33.789,28.129,38.346,31.816,97.428,28.391,,36.637,26.5,17,2.4,1,,,,,6.56
1986.8.1,314329.6613,327801.1527,13.551,,,13.2,42.9,42.9,25.8,59.5,15.7,7.9,25.8,59.5,13.262,11.226,57.4,108.221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53154.2,,,,,,94.786,,17026.2,49027.6,1610.525,4056.2,,-11259.3,,,,,,,,,,,,,,,,,,,,,,,,,,880.2,571.75,,,49.65,48.45,51.43,19.11,,35.81,30.442,33.789,28.129,38.419,31.816,97.73,28.391,,36.764,26.5,17,2.4,1,,,,,6.17
1986.9.1,314329.6613,327801.1527,13.734,,,13,44.2,44.2,28.3,60,15.6,8,28.3,60,13.452,11.639,57.2,112.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53154.2,,,,,,90.531,,18043.1,50743.6,1657.259,4497.2,,-11255.7,,,,,,,,,,,,,,,,,,,,,,,,,,877,571.15,,,49.72,48.62,51.57,20.23,,35.775,30.619,33.789,28.156,38.455,32.069,99.039,28.443,,36.764,26.5,17,2.4,1,,,,,5.89
1986.10.1,325179.9736,332132.9857,13.673,,,13,44.4,44.4,27,61,16,8,27,61,13.452,11.577,56,110.712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54347.3,,,,,,89.757,,17941.5,51406.5,1695.297,4317.7,,-11673.5,,,,,,,,,,,,,,,,,,,,,,,,,,873.2,541.69,,,48.92,47.47,51.73,20.65,,35.82,30.323,33.954,28.156,38.636,31.511,99.545,28.443,,36.828,26.3,3.7,1.7,3.1,,,,,5.85
1986.11.1,325179.9736,332132.9857,13.802,,,13.5,44.9,44.9,28.3,60.8,16.1,8.1,28.3,60.8,13.512,11.507,55.5,110.372,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54347.3,,,,,,91.885,,18224,52342.2,1729.463,4449.8,,-11565.3,,,,,,,,,,,,,,,,,,,,,,,,,,865,534.45,,,48.68,47.21,51.73,20.92,,35.85,30.265,34.151,28.156,38.71,31.41,98.939,28.443,,36.957,26.3,3.7,1.7,3.1,,,,,6.04
1986.12.1,325179.9736,332132.9857,14.175,,,13.5,45.7,45.7,29.5,61.7,16.5,8.3,29.5,61.7,14.007,11.507,55,110.938,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54347.3,,,,,,91.631,,18556.2,53753.5,1776.094,5016.7,,-11186.4,,,,,,,,,,,,,,,,,,,,,,,,,,861.4,538.38,,,48.68,47.21,51.73,21.07,,36.025,30.265,34.283,28.241,38.745,31.359,98.939,28.497,,37.085,26.3,3.7,1.7,3.1,,,,,6.91
1987.1.1,321573.8863,342819.4815,14.236,,,13.7,46.8,46.8,30,62.3,16.3,8.4,30,62.3,14.067,11.639,55.3,112.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54915.4,,,,,,96.311,,19344.4,54519.6,1794.47,4884.7,,-12042.7,,,,,,,,,,,12.71,,,,12.65,,,,,,,,,,,857.2,557.53,,,48.76,47.21,52.05,21.38,,36.19,30.382,34.317,28.684,38.745,31.511,99.343,28.602,,37.149,26.8,0.4,0.5,2.6,,,,,6.43
1987.2.1,321573.8863,342819.4815,14.357,,,14.3,47.3,47.3,30.9,63.5,16.5,8.4,30.9,63.5,14.197,12.061,57.8,112.296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54915.4,,,,,,96.188,,19221.3,55509.3,1823.445,4317.4,,-11665.5,,,,,,,,,,,12.78,,,,12.65,,,,,,,,,,,854.8,557.97,,,48.85,47.38,52.27,22.49,,36.18,30.442,34.317,28.684,38.781,31.612,100.047,28.656,,37.149,26.8,0.4,0.5,2.6,,,,,6.1
1987.3.1,321573.8863,342819.4815,14.921,,,15.2,48.9,48.9,32.9,63.7,17.3,8.6,32.9,63.7,14.751,12.061,55.2,113.995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54915.4,,,,,,96.527,,19553.8,57398,1871.043,4374.7,,-11618.7,,,,,,,,,,,12.81,,,,12.65,,,,,,,,,,,846.9,579.18,,,49,47.63,52.9,22.41,,36.24,30.677,34.35,28.684,38.892,31.816,99.847,28.921,,37.212,26.8,0.4,0.5,2.6,,,,,6.13
1987.4.1,339384.3875,362443.3233,15.173,,,15.4,49.9,49.9,34.5,65,17,8.8,34.5,65,15.003,12.333,58.2,114.108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56502.4,,,,,,95.357,,19892.7,58917.5,1909.496,4291.4,,-12067.4,,,,,,,,,,,12.79,,,,12.65,,,,,,,,,,,834.1,600.08,,,49.72,48.38,53.05,22.44,,36.34,30.855,34.383,28.684,38.999,32.069,100.148,28.975,,37.277,27,10,2.2,1.6,,,,,6.37
1987.5.1,339384.3875,362443.3233,15.735,,,16.6,52.5,52.5,37.7,66.4,19.4,9,37.7,66.4,15.617,12.535,59.9,114.674,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56502.4,,,,,,92.247,,20364.3,60628.4,1935.34,4389.6,,-12339.6,,,,,,,,,,,12.6,,,,12.65,,,,,,,,,,,822.7,572.32,,,49.96,48.7,53.29,22.68,,36.41,31.327,34.712,28.74,39.072,32.881,101.155,29.027,,37.469,27,10,2.2,1.6,,,,,6.85
1987.6.1,339384.3875,362443.3233,16.109,,,16.2,53.4,53.4,37.3,68.7,18.3,9.5,37.3,68.7,15.99,12.886,61.6,116.485,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56502.4,,,,,,88.388,,20741,61865.2,1976.587,4768.7,,-11867,,,,,,,,,,,12.23,,,,12.57,,,,,,,,,,,808.9,551.21,,,49.33,47.96,53.21,22.41,,36.51,31.299,34.744,28.74,39.108,32.779,99.847,29.08,,37.66,27,10,2.2,1.6,,,,,6.73
1987.7.1,353093.4079,367554.0171,15.988,,,16.2,53,53,37.1,68.3,18.5,9.2,37.1,68.3,15.869,12.816,60.9,114.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57375.3,,,,,,90.826,,21275.2,62808.5,2012.512,4920.5,,-12108.4,,,,,,,,,,,12.17,,,,12.57,,,,,,,,,,,808,540.47,,,49.33,47.8,53.21,22.44,,36.53,31.209,34.744,28.74,38.963,32.577,99.242,29.08,,37.66,27.5,2,1.6,0.9,,,,,6.58
1987.8.1,353093.4079,367554.0171,14.236,,,12.7,45.3,45.3,26.6,63.4,13.5,8.6,26.6,63.4,14.067,12.263,53.5,97.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57375.3,,,,,,96.09,,21125.1,63965.3,2020.829,4920.8,,-11868.4,,,,,,,,,,,12.73,,,,12.58,,,,,,,,,,,807.7,569.52,,,49.72,48.38,53.21,22.41,,36.65,31.653,34.744,28.768,38.927,33.388,99.847,29.133,,37.789,27.5,2,1.6,0.9,,,,,6.73
1987.9.1,353093.4079,367554.0171,15.796,,,14.4,52.7,52.7,36.6,69.1,16.7,9.2,36.6,69.1,15.617,12.957,59.4,110.372,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57375.3,,,,,,82.046,,22634.4,66092.2,2074.457,5109.9,,-11917.4,,,,,,,,,,,12.96,,,,12.58,,,,,,,,,,,805.8,549.66,,,50.04,48.7,53.29,22.96,,36.735,31.86,34.811,28.768,38.927,33.694,100.349,29.133,,37.789,27.5,2,1.6,0.9,,,,,7.22
1987.10.1,370532.0519,374945.3576,16.733,,,17.1,55.3,55.3,38.4,71.2,19,9.6,38.4,71.2,16.553,13.299,65.9,118.183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58976.8,,,,,,80.185,,23445,67420.9,2114.171,4928.4,,-12052.9,,,,,,,,,,,13.46,,,,12.58,,,,,,,,,,,801.4,579.05,,,49.89,48.54,53.36,23.24,,36.815,31.89,35.601,28.74,38.963,33.743,100.551,29.186,,37.789,27.8,7,2.6,2.6,,,,,7.29
1987.11.1,370532.0519,374945.3576,16.863,,,17.7,56.5,56.5,40,71.8,18.7,9.7,40,71.8,16.795,13.37,62.7,114.674,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58976.8,,,,,,84.505,,23105.5,68045.2,2137.702,6272.7,,-10748.7,,,,,,,,,,,13.8,,,,12.58,,,,,,,,,,,796.4,596.56,,,49.72,48.38,53.29,23.24,,37.085,31.831,35.831,28.684,39.035,33.592,100.451,29.239,,37.98,27.8,7,2.6,2.6,,,,,6.69
1987.12.1,370532.0519,374945.3576,17.417,,,17.8,57.3,57.3,42.6,71.9,19.9,9.9,42.6,71.9,17.298,13.501,65.9,114.221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58976.8,,,,,,80.051,,24675.3,71136.9,2216.379,7469.2,,-10262.7,,,,,,,,,,,13.23,,,,12.74,,,,,,,,,,,792.3,642.32,,,50.69,49.43,53.53,22.92,,37.58,32.096,36.128,28.684,38.999,33.997,100.551,29.344,,38.173,27.8,7,2.6,2.6,,,,,6.77
1988.1.1,372181.1053,403181.5348,17.548,,,19.6,56.9,56.9,41,71.8,20.7,10.2,41,71.8,17.479,13.501,65.9,113.202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59931.8,,,,,,88.284,,24983.7,73489.6,2277.123,6258.1,,-10877.9,,,,,,,,,,,13.75,,,,12.75,,,,,,,,,,,781.6,610.39,,,51.08,49.93,54.07,23.11,,37.945,32.273,36.161,28.684,38.999,34.251,100.653,29.398,,38.238,28.3,1.5,1.7,0.8,,,,,6.83
1988.2.1,372181.1053,403181.5348,17.669,,,20.1,56.7,56.7,40.9,72,21.4,10.3,40.9,72,17.601,13.984,66.6,115.579,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59931.8,,,,,,87.975,,24669.6,74175.1,2261.091,5966.6,,-11234.8,,,,,,,,,,,14.69,,,,12.75,,,,,,,,,,,760.8,592.75,,,51.66,50.5,54.29,22.72,,37.9,32.805,36.359,29.877,40.668,34.81,100.551,29.877,,38.365,28.3,1.5,1.7,0.8,,,,,6.58
1988.3.1,372181.1053,403181.5348,17.357,,,17.5,56.3,56.3,40.9,70,20,10.3,40.9,70,17.298,13.852,65.6,112.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59931.8,,,,,,85.933,,25077.7,76071.9,2285.883,6067.3,,-10997.3,,,,,,,,,,,15.32,,,,12.86,,,,,,,,,,,746.2,596.96,,,51.73,50.58,54.16,22.36,,37.79,33.279,36.391,30.432,41.612,35.062,100.148,30.565,,38.43,28.3,1.5,1.7,0.8,,,,,6.58
1988.4.1,376285.7646,395669.2712,16.733,,,14.8,55.3,55.3,39.3,71.5,15.5,10.1,39.3,71.5,16.614,14.054,62.8,108.674,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61503,,,,,,85.834,,25012.6,77444.2,2331.182,6680,,-11016.2,,,,,,,,,,,16.12,,,,12.95,,,,,,,,,,,740,591.3,,,51.73,50.58,53.99,21.9,,37.92,33.221,36.524,30.404,41.938,34.81,98.837,30.779,,38.814,28.6,-0.5,2.1,4.3,,,,,6.87
1988.5.1,376285.7646,395669.2712,16.984,,,15.9,56.4,56.4,40.1,71.7,17.1,10.1,40.1,71.7,16.735,14.327,63.5,108.334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61503,,,,,,87.963,,25317.2,78183.3,2341.098,6603.6,,-11071.5,,,,,,,,,,,15.77,,,,12.95,,,,,,,,,,,732.9,586.79,,,51.98,50.84,54.29,22.13,,38.145,33.396,36.853,30.404,42.12,34.962,98.738,30.938,,39.262,28.6,-0.5,2.1,4.3,,,,,7.09
1988.6.1,376285.7646,395669.2712,17.045,,,16.5,57,57,40.9,72.4,17.5,10.1,40.9,72.4,16.865,14.538,62.8,110.259,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61503,,,,,,91.524,,25780.8,80297.8,2389.531,6850.6,,-11151.2,,,,,,,,,,,15.34,,,,15.5,,,,,,,,,,,728.3,549.04,,,52.12,50.92,54.92,22.54,,38.425,33.604,37.478,30.404,42.12,35.266,98.335,31.043,,39.711,28.6,-0.5,2.1,4.3,,,,,7.51
1988.7.1,395125.3749,408858.3606,17.799,,,17.9,57.6,57.6,42.7,71.6,20,10.4,42.7,71.6,17.601,14.678,62.2,111.391,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63199.2,,,,,,88.657,,26764.9,81603.6,2424.133,6361.3,,-12181.4,,,,,,,,,,,15.01,,,,15.47,,,,,,,,,,,723.8,543.4,,,52.53,51.33,55.31,22.44,,38.8,33.663,37.642,30.404,42.12,35.368,98.335,31.149,,39.903,28.9,6.8,0.9,2.4,,,,,7.75
1988.8.1,395125.3749,408858.3606,18.294,,,18.5,58.2,58.2,44.7,71.4,20.5,10.6,44.7,71.4,18.103,15.091,65.5,110.825,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63199.2,,,,,,84.869,,27198,84337.4,2492.24,6658.1,,-12166.8,,,,,,,,,,,15.55,,,,15.54,,,,,,,,,,,722,535.41,,,52.93,51.76,55.55,21.76,,38.68,33.84,37.642,30.404,42.083,35.571,98.537,31.256,,40.159,28.9,6.8,0.9,2.4,,,,,8.01
1988.9.1,395125.3749,408858.3606,17.921,,,18.3,57.8,57.8,44.2,71.3,20.2,10.5,44.2,71.3,17.731,15.021,64.4,109.919,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63199.2,,,,,,90.367,,27964.6,86817.5,2558.799,7847.5,,-9657.6,,,,,,,,,,,16,,,,15.88,,,,,,,,,,,719,534.88,,,52.61,51.33,55.47,21.57,,38.705,33.929,37.808,30.404,42.12,35.673,98.837,31.309,,40.351,28.9,6.8,0.9,2.4,,,,,8.19
1988.10.1,417280.9668,420443.9409,18.294,,,19.1,58.8,58.8,45.7,70.6,20.8,10.6,45.7,70.6,18.103,15.161,64.4,110.599,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64808.8,,,,,,91.481,,28346.9,88234,2607.388,7092.4,,-9624.7,,,,,,,,,,,15.31,,,,15.7,,,,,,,,,,,701.4,558.33,,,51.98,50.35,55.78,20.88,,38.875,33.84,38.927,30.404,42.12,35.519,98.636,31.362,,40.542,29.5,5.3,2.4,0.6,,,,,8.3
