Index,GDP_real,GNI_real,INDPRO,IPFPNSS1,IPFPNSS2,IPFINAL1,IPFINAL2,IPCONGD,IPDCONGD,IPNCONGD,IPBUSEQ,IPMAT,IPDMAT,IPNMAT,IPMANSICS,IPB51222S,IPFUELS,CUMFNS,HWI,HWIURATIO,CLF16OV,CE16OV,UNRATE,UEMPMEAN,UEMPLT5,UEMP5TO14,UEMP15OV,UEMP15T26,UEMP27OV,PAYEMS,ICSA ,USGOOD,CES1021000001,USCONS,MANEMP,DMANEMP,NDMANEMP,SRVPRD,USTPU,USWTRADE,USTRADE,USFIRE,USGOV,CES0600000007,AWOTMAN,AWHMAN,CES0600000008,CES2000000008,CES3000000008,HOUST,HOUSTNE,HOUSTMW,HOUSTS,HOUSTW,PERMIT,PERMITNE,PERMITMW,PERMITS,PERMITW,DPCERA3M086SBEA,RETAILx,ACOGNO,AMDMNOx,ANDENOx,AMDMUOx,ISRATIOx,UMCSENTx,M1SL,M2SL,M2REAL,BOGMBASE,TOTRESNS,NONBORRES,BUSLOANS,REALLN,NONREVSL,CONSPI,DTCOLNVHFNM,DTCTHFNM,INVEST,KR.MIR,CP3Mx,TB3MS,TB6MS,GS1,GS5,GS10,AAA,BAA,COMPAPFFx,TB3SMFFM,TB6SMFFM,T1YFFM,T3YFFM,T10YFFM,AAAFFM,BAAFFM,TWEXAFEGSMTH,EXKRUSx,EXKRJPx,EXKREUx,EXKRCNx,WPSFD49207,WPSFD49502,WPSID61,WPSID62,OILPRICEx,PPICMM,CPIAUCSL,CPIAPPSL,CPITRNSL,CPIMEDSL,CUSR0000SAC,CUSR0000SAD,CUSR0000SAS,CPIULFSL,CUSR0000SA0L2,PCEPI,DDURRG3M086SBEA,DNDGRG3M086SBEA,DSERRG3M086SBEA,KOSPI,KOSPIdivyield,KOSPIPE,VKOSPI,US.FFR
2023.8.1,2240612.84,2239221.57,108.4,105.8,116.7,108.3,109,109,112.4,107.3,106.1,108.3,112.4,107.3,108.8,102.4,89.1,102.1,177897,0.64,64.4,28678,2,4.1,7,246,328,221,107,26718.1,87779,5236647,12812,1475649,3748186,2521390,1178732,14698668,3236653,1072517,1096739,1260346,4876305,157,16.8,170.6,3756784.33,3849164,3478631,15111,1650,3516,977,8968,252262,23511,80560,57186,91005,258933.2,104,99.9,969518,5944477,143333607,116,103.2,1190912.4,3702522,32475.41444,272498,88524623.4,53078.9,1319994.2,1325021,458984.7,0.2,23794048,1224789.3,1351849.3,3.54,4.03,3.57,3.59,3.5,3.73,3.86,4.5,10.91,0.49,0.03,0.06,-0.04,0.19,0.32,0.96,7.37,96.42,1321.4,905.07,1444.36,181.09,112.02,116.04,121.66,166.51,86.12,137.58,114.01,111.68,114.09,102.56,115.22,106.1,109.75,109.16,103.64,111.6,-2.47,0.04,0.31,2562.05,1.94,15.64,14.7,5.33
2023.9.1,2240612.84,2239221.57,110.9,106.5,117.2,113.5,104.2,104.2,104.4,104.2,109.1,112.8,104.4,104.2,111.4,103.1,100.4,103.1,162978,0.64,64.6,28697.9,2.3,3.36,6,369,292,220,72,26744.7,82428,5228827,12764,1464176,3751887,2523221,1180594,14743589,3236326,1072137,1094875,1262629,4906511,148.1,15.9,161.5,3763817,3847035,3483595,19521,5094,5295,3477,5655,278749,23884,93434,61989,99442,258933.2,106.5,98.4,735100,6175293,141214030,109.2,99.7,1193439.3,3707489.5,32493.33479,265562.9,88466377.9,53027.7,1319994.2,1325021,458984.7,0.2,23827704,1225664.6,1345128.3,3.6,4.05,3.61,3.65,3.61,3.84,3.95,4.6,11.02,0.45,0.01,0.06,0.01,0.25,0.35,1.01,7.43,96.71,1344.8,902.22,1421.72,184.27,112.31,116.89,122.55,172.32,93.24,137.35,114.1,111.68,115.28,102.51,116.79,105.98,109.55,109.02,103.65,111.6,-2.47,0.04,0.31,2543.82,2,18.45,13.01,5.33
2023.10.1,2247182.4,2279531.94,109.1,106.2,116.6,108.5,105.7,105.7,106.6,105.3,107,110.2,106.6,105.3,109.5,101.7,104.4,103,163474,0.57,64.7,28763.9,2.1,3.51,6,361,266,167,99,26817.6,80585,5260611,12925,1497611,3750075,2522004,1179669,14788960,3249800,1081034,1096872,1265540,4919613,147.3,18.4,160.9,3771898.67,3837889,3496047,23342,4374,7083,6707,5178,298972,27731,97131,65726,108384,259484.6,106.3,102.6,4515011,6180750,143668299,111.1,98,1201100.7,3724082.9,32713.30727,263844.5,88590431.9,58191.3,1329276.5,1342730,451425.7,0.2,23852081,1229314.5,1347373,3.52,4.21,3.64,3.75,3.74,4.03,4.27,4.83,11.22,0.69,0.12,0.23,0.22,0.51,0.76,1.31,7.71,96.1,1352.8,907.04,1435.86,184.51,112.4,116.19,123.19,177.89,88.79,136.67,113.84,112.31,117.29,102.63,117.36,107.34,109.86,109.4,103.66,112.2,-2.13,0.08,0.41,2392.14,2.16,17.08,18.1,5.33
2023.11.1,2247182.4,2279531.94,111.2,105.2,117.2,111.8,106.4,106.4,107.9,105.6,110.1,112.5,107.9,105.6,111.4,109.1,102.8,103.3,170016,0.6,64.6,28698.2,2.3,3.49,6,376,301,207,94,26811.5,89019,5269327,12869,1503510,3752948,2522030,1181632,14800070,3249726,1078170,1096424,1267698,4921733,167.9,16.7,182.4,3757573,3817636,3484413,36256,6306,12624,2610,14716,327367,34600,107934,68523,116310,259484.6,107.8,102.8,3015332,6600178,144261515,109,97.1,1193325.7,3756518.2,32914.38009,262299.7,88283026.8,58572.7,1329276.5,1342730,451425.7,0.2,23898652,1231597.1,1349705,3.57,4.36,3.61,3.69,3.72,3.77,3.89,4.58,10.98,0.79,0.04,0.12,0.15,0.2,0.32,1.01,7.41,98.17,1289,877.29,1414.16,180.91,111.71,114.75,122.16,171.03,82.64,135.8,114.13,113.5,114.98,102.8,116.1,106.92,109.79,109.4,103.74,112.2,-2.13,0.08,0.41,2458.95,1.94,19.09,16.63,5.33
2023.12.1,2247182.4,2279531.94,109.9,94.9,117.5,115.8,102.8,102.8,108.6,99.8,109.9,111.8,108.6,99.8,110.1,109.3,100.9,100.7,139891,0.54,63.8,28092.9,3.3,3,9,630,315,217,98,26465.2,94189,5219362,12536,1465327,3741499,2515118,1177196,14725925,3244263,1076897,1092597,1266852,4869288,154.3,16.2,167.1,3913989,3887246,3804046,44427,887,18324,16457,8759,425634,39163,164168,82452,139851,259484.6,110.4,97.5,1599718,6273170,142323837,102.1,99.5,1212116.1,3747579.6,32718.52279,274077,89195815.9,62978.6,1329276.5,1342730,451425.7,0.2,23926262,1231037.7,1336104.3,3.64,4.34,3.52,3.5,3.52,3.35,3.42,4.08,10.53,0.7,-0.12,-0.14,-0.12,-0.29,-0.22,0.44,6.89,97.16,1289.4,912.66,1426.59,180.84,112.11,115.59,121.93,167.53,77.57,135.53,114.54,113.57,112.89,102.83,115.93,106.85,110.01,109.6,103.74,112.2,-2.13,0.08,0.41,2553.64,1.83,19.36,15.02,5.33
2024.1.1,2278663.16,2246159.32,108.9,111.5,117.3,110.3,105.6,105.6,108.6,104.2,105.9,110.6,108.6,104.2,109.1,105.6,105.2,101.8,182373,0.5,63.3,27742.9,3.7,2.77,7,739,333,259,74,26173,203396,5212280,12454,1458567,3741259,2514582,1178073,14702084,3247718,1083488,1091132,1267561,4860749,164,16.6,181.3,3930024.67,3923202,3700737,23096,1181,11321,3064,7530,25684,2475,8361,5009,9839,261005.6,102.3,102.9,4857292,7260982,144182752,106,101.5,1201427.7,3725946.1,32498.4396,269093.6,88206256.2,63696,1351016.5,1356540,438110.4,0.19,23968312,1232244,1358001.7,3.47,4.28,3.42,3.33,3.38,3.27,3.35,4.01,10.45,0.81,-0.05,-0.14,-0.09,-0.2,-0.12,0.54,6.98,95.87,1330.6,901.89,1443.1,185.15,113.13,117.22,122.69,165.77,79.58,135.09,114.65,113.61,111.97,103.98,116.24,107.12,110.55,110.01,103.74,112.7,-1.15,0.44,0.38,2518.59,1.93,18.33,17.54,5.33
2024.2.1,2278663.16,2246159.32,111.4,109.2,117.8,113.6,108.3,108.3,108.5,108.5,108.1,114.1,108.5,108.5,111.9,102.2,104.2,103.6,139186,0.55,63.6,28042.6,3.2,3.02,6,573,342,265,77,26456.5,94578,5204112,12527,1451030,3740555,2518994,1173112,14721311,3242430,1083831,1086341,1273025,4882431,145.5,15.4,158.9,3795256.67,3883707,3538505,23864,1697,11478,2841,7848,48969,4978,14833,10031,19127,261005.6,96.9,89.9,8193088,6073989,150237550,104.3,101.7,1209336.2,3758300.3,32769.20656,270376.7,89031433.4,53613.3,1351016.5,1356540,438110.4,0.19,23996843,1230997.8,1357154.6,3.58,4.28,3.43,3.38,3.43,3.35,3.43,4.05,10.44,0.7,-0.15,-0.2,-0.15,-0.23,-0.15,0.47,6.86,96.26,1334,885.76,1445.92,184.86,113.48,117.77,123.19,167.76,82.81,135.46,114.69,113.63,113.64,104.06,117.25,108.09,110.84,110.34,103.77,112.7,-1.15,0.44,0.38,2630.42,1.83,19.42,17.69,5.33
2024.3.1,2278663.16,2246159.32,108,99.6,117.1,110,104.7,104.7,105,104.8,106.1,109.1,105,104.8,108.2,106.9,103.2,100.3,150538,0.49,64.3,28395.8,3,3.18,4,528,364,276,88,26636.7,132261,5225525,12319,1476794,3736412,2513886,1173489,14797438,3246733,1086246,1084061,1277419,4929242,155.5,17.2,169.5,3882154,3915572,3640338,17690,7053,3210,4239,3188,74481,6545,23619,15813,28504,261005.6,105.1,97.8,4500059,7560470,152187722,105.5,100.5,1239288.3,3811740.1,33319.40647,279877.8,91733955.9,41903.9,1351016.5,1356540,438110.4,0.19,24030370,1226098,1362541.6,3.47,4.27,3.46,3.37,3.37,3.31,3.39,3.94,10.21,0.8,0,-0.1,-0.09,-0.16,-0.08,0.48,6.74,96.17,1346.8,889.48,1452.93,185.75,113.49,117.83,123.5,168.8,86.63,135.86,114.4,113.65,114,104.25,117.57,107.88,110.91,110.42,103.8,112.7,-1.15,0.44,0.38,2699.59,1.76,20.21,17.17,5.33
2024.4.1,2278611.38,2276252.29,111.3,104.7,118,113.4,109.8,109.8,114.5,107.4,107,112.5,114.5,107.4,111.8,104.4,102.2,104,167194,0.62,65,28693.4,3,3.1,4,544,341,257,84,26796.6,102154,5234859,12307,1483359,3739193,2515156,1175165,14847773,3247199,1086973,1083686,1280241,4959965,160.3,17.5,176.6,3881176.33,3927912,3580568,26839,780,17178,2834,6047,102003,7184,33194,23751,37874,261071.1,102.6,101.8,2954917,7217455,152312033,104.3,100.6,1240994.3,3814826.3,33198.38395,268507.5,91894806.8,53514.7,1371535.5,1377455,435038.2,0.19,24042751,1230031,1381580.9,3.52,4.23,3.46,3.39,3.44,3.44,3.57,3.97,10.19,0.71,-0.05,-0.13,-0.08,-0.08,0.05,0.46,6.67,94.57,1378.7,882.68,1477.48,190.05,114.05,118.2,124.73,173.26,90.87,136.86,114.91,113.59,115.02,104.26,117.29,108.17,111.22,110.66,103.83,113.1,0.84,0.34,0.34,2674.25,1.79,19.78,18.49,5.33
2024.5.1,2278611.38,2276252.29,111.9,100.1,117.2,111.9,114,114,112.8,115,104.3,112.9,112.8,115,112.4,105.5,103.8,103.3,136984,0.52,65.4,28914.8,3,3.34,5,491,393,296,97,26979.7,89121,5243022,12368,1490622,3740032,2516908,1174562,14863575,3250491,1086641,1085541,1282015,4960945,154.4,18.9,169.4,3897245,3968135,3594959,17843,1461,8811,2852,4719,125112,10523,39026,29510,46053,261071.1,106.8,100.2,937709,6566463,150220642,104.9,98.2,1228000.1,3811701.4,32941.84945,277730.5,90946178.9,54640.5,1371535.5,1377455,435038.2,0.19,24064494,1234936.3,1386925.8,3.53,4.22,3.45,3.39,3.43,3.43,3.53,3.88,10.05,0.69,-0.08,-0.14,-0.1,-0.1,0,0.35,6.52,94.73,1376.5,877.84,1491.09,189.18,114.13,117.06,124.88,176.33,84.67,138.02,115.71,114.3,115.74,104.52,117.17,107.91,111.49,110.91,103.89,113.1,0.84,0.34,0.34,2710.45,1.89,20.34,16.25,5.33
2024.6.1,2278611.38,2276252.29,110.7,97.7,117.1,111,108.7,108.7,108.9,108.9,104,112.7,108.9,108.9,111,106.8,99.8,102.2,124178,0.49,65.3,28907.2,2.9,3.53,9,440,417,314,103,26986.4,85024,5224533,12285,1475210,3737038,2518362,1170340,14869647,3245801,1088548,1077768,1287628,4960313,149.1,17.4,162.7,3892914.33,3954920,3597220,22584,1055,7195,5998,8336,150051,13538,46178,31162,59173,261071.1,102.9,94.8,5447806,7328540,152663339,102.6,100.7,1232457.9,3809703.4,32819.63646,285032.5,91623779.3,47247.9,1371535.5,1377455,435038.2,0.19,24097339,1239381.3,1387853.6,3.55,4.22,3.44,3.35,3.34,3.26,3.34,3.71,9.82,0.67,-0.1,-0.2,-0.21,-0.29,-0.21,0.16,6.28,94.1,1389.2,864.31,1487.07,190.43,114.24,116.72,125.15,173.51,84.11,138.37,116.08,114.31,114.01,104.25,116.53,107.83,111.51,110.95,103.96,113.1,0.84,0.34,0.34,2748.16,1.78,18.75,16.67,5.33
