Index,GDP_real,GNI_real,INDPRO,IPFPNSS1,IPFPNSS2,IPFINAL1,IPFINAL2,IPCONGD,IPDCONGD,IPNCONGD,IPBUSEQ,IPMAT,IPDMAT,IPNMAT,IPMANSICS,IPB51222S,IPFUELS,CUMFNS,HWI,HWIURATIO,CLF16OV,CE16OV,UNRATE,UEMPMEAN,UEMPLT5,UEMP5TO14,UEMP15OV,UEMP15T26,UEMP27OV,PAYEMS,ICSA ,USGOOD,CES1021000001,USCONS,MANEMP,DMANEMP,NDMANEMP,SRVPRD,USTPU,USWTRADE,USTRADE,USFIRE,USGOV,CES0600000007,AWOTMAN,AWHMAN,CES0600000008,CES2000000008,CES3000000008,HOUST,HOUSTNE,HOUSTMW,HOUSTS,HOUSTW,PERMIT,PERMITNE,PERMITMW,PERMITS,PERMITW,DPCERA3M086SBEA,RETAILx,ACOGNO,AMDMNOx,ANDENOx,AMDMUOx,ISRATIOx,UMCSENTx,M1SL,M2SL,M2REAL,BOGMBASE,TOTRESNS,NONBORRES,BUSLOANS,REALLN,NONREVSL,CONSPI,DTCOLNVHFNM,DTCTHFNM,INVEST,KR.MIR,CP3Mx,TB3MS,TB6MS,GS1,GS5,GS10,AAA,BAA,COMPAPFFx,TB3SMFFM,TB6SMFFM,T1YFFM,T3YFFM,T10YFFM,AAAFFM,BAAFFM,TWEXAFEGSMTH,EXKRUSx,EXKRJPx,EXKREUx,EXKRCNx,WPSFD49207,WPSFD49502,WPSID61,WPSID62,OILPRICEx,PPICMM,CPIAUCSL,CPIAPPSL,CPITRNSL,CPIMEDSL,CUSR0000SAC,CUSR0000SAD,CUSR0000SAS,CPIULFSL,CUSR0000SA0L2,PCEPI,DDURRG3M086SBEA,DNDGRG3M086SBEA,DSERRG3M086SBEA,KOSPI,KOSPIdivyield,KOSPIPE,VKOSPI,US.FFR
1993.4.1,607054.5,590950.55,23.54,,,30,60.5,60.5,49.7,71.5,31.7,15,49.7,71.5,23.31,24.81,54,108.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94318.1,,,,,,119.01,,,,,17787.6,,-8510.5,,,,,,,,10.65,,,11.21,,,,11.3,,,,0.56,,,,0.65,,,795.9,716.7,,,62.96,62.53,57.02,26.95,16.39,42.69,47.718,53.74,42.31,52.17,46.13,100.85,46.7,50.81,58.86,42.4,2.69,0.96,1.37,,,,,2.96
1993.5.1,607054.5,590950.55,23.48,,,29.8,59.9,59.9,47.2,72.2,32.9,15,47.2,72.2,23.13,25.43,52.6,108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94318.1,,,,,,117.99,,,,,17702.6,,-8647,,,,,,,,11.12,,,11.22,,,,11.51,,,,0.1,,,,0.39,,,801.1,743.48,,,63.11,62.7,57.18,27.05,16.12,42.56,48.335,54.25,42.31,52.22,46.33,101.06,46.8,50.98,59.05,42.4,2.69,0.96,1.37,,,,,3
1993.6.1,607054.5,590950.55,23.73,,,29.2,60.3,60.3,49,71.6,32.2,15.4,49,71.6,23.43,25.84,61.7,108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94318.1,,,,,,120.25,,,,,18127.4,,-8364.1,,,,,,,,13.02,,,11.78,,,,12.37,,,,-1.24,,,,-0.65,,,803.7,752.74,,,63.36,62.87,57.33,27.08,15.64,42.6,48.873,54.39,42.31,52.22,46.63,101.56,46.91,51.09,59.44,42.4,2.69,0.96,1.37,,,,,3.04
1993.7.1,615584.82,606683.93,24.04,,,28.1,62.6,62.6,50.3,74.5,30.8,15.5,50.3,74.5,23.74,25.63,61.1,109.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96191.6,,,,,,120.92,,,,,18691.4,,-8163.3,,,,,,,,14.07,,,12.74,,,,12.88,,,,-1.33,,,,-1.19,,,806.6,770.02,,,63.2,62.79,57.33,26.76,14.21,42.51,49.296,54.39,42.31,52.22,46.53,101.86,47.02,51.15,59.69,42.9,5.16,1.35,1.6,,,,,3.06
1993.8.1,615584.82,606683.93,23.67,,,28.8,60.1,60.1,49.1,70.1,30.7,15.3,49.1,70.1,23.37,25.63,56.4,107.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96191.6,,,,,,119.88,,,,,18819.6,,-9161.9,,,,,,,,13.46,,,13.62,,,,13.81,,,,0.16,,,,0.35,,,808.4,777.31,,,63.6,63.11,57.33,26.39,14.65,42.57,49.373,54.35,42.31,52.12,46.73,101.86,47.07,51.21,59.89,42.9,5.16,1.35,1.6,,,,,3.03
1993.9.1,615584.82,606683.93,24.67,,,30.3,62.5,62.5,52,72.8,33.3,15.7,52,72.8,24.31,27.64,59.4,109.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96191.6,,,,,,114.11,,,,,22424.1,,-10289.1,,,,,,,,12.41,,,13.56,,,,14.04,,,,1.15,,,,1.63,,,808.8,761.94,,,63.92,63.61,57.26,25.84,14.13,42.57,49.412,54.39,42.31,52.22,47.19,101.76,47.07,51.21,60.01,42.9,5.16,1.35,1.6,,,,,3.09
1993.10.1,625451.93,624643.53,24.48,,,31.3,61.4,61.4,50.7,72.3,34.1,15.6,50.7,72.3,24.11,27.08,61.4,108.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98570.6,,,,,,113.61,,,,,20372.6,,-9141.1,,,,,,,,11.97,,,12.96,,,,13.37,,,,0.99,,,,1.4,,,808.2,744.88,,,63.92,63.53,57.02,26.06,14.75,42.56,49.758,54.72,42.34,52.36,47.39,101.86,47.12,51.43,60.21,43.8,2.77,1.96,1.88,,,,,2.99
1993.11.1,625451.93,624643.53,24.98,,,31.7,63.1,63.1,52.9,73.7,34.7,15.9,52.9,73.7,24.61,27.15,60.1,109.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98570.6,,,,,,115.44,,,,,20105.8,,-9279.9,,,,,,,,11.4,,,12.33,,,,12.83,,,,0.93,,,,1.43,,,807.6,740.24,,,63.92,63.61,56.71,25.7,13.79,42.56,50.182,54.72,42.34,52.4,47.24,102.06,47.23,51.43,60.4,43.8,2.77,1.96,1.88,,,,,3.02
1993.12.1,625451.93,624643.53,25.54,,,31.7,66,66,56.6,75.1,36,16.2,56.6,75.1,25.23,27.08,59.9,112.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98570.6,,,,,,109.53,,,,,23079.8,,-7742.5,,,,,,,,11.5,,,12.01,,,,12.21,,,,0.51,,,,0.71,,,808.1,722.49,,,64.56,64.43,56.56,25.46,12.22,42.65,50.567,54.81,42.34,52.45,47.65,102.47,47.33,51.55,60.46,43.8,2.77,1.96,1.88,,,,,2.96
1994.1.1,642151.58,610630.69,25.29,,,33.8,62.4,62.4,53.2,71.6,36.6,16.1,53.2,71.6,25.11,26.6,62.6,112.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101493.3,,,,,,115.97,,,,,20105.2,,-9352.5,,,,,,,,10.55,,,11.73,,,,12.02,,,,1.18,,,,1.47,,126.73,808.1,734.64,,,65.77,66.16,56.48,25.32,13.08,43.03,50.412,55,42.86,52.49,48.46,103.88,47.65,52.11,60.65,45.7,3.18,0.09,3.59,,,,,3.05
1994.2.1,642151.58,610630.69,25.35,,,34.6,64.3,64.3,53.2,75.3,36.7,16,53.2,75.3,25.17,26.33,59.3,113.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101493.3,,,,,,114.74,,,,,19282.6,,-9679.2,,,,,,,,10.93,,,11.71,,,,12.07,,,,0.78,,,,1.14,,125.94,808,774.5,,,66.08,66.58,56.48,25.09,12.75,43.13,50.259,55.19,43.62,52.63,48.97,103.78,48.24,52.62,60.98,45.7,3.18,0.09,3.59,,,,,3.25
1994.3.1,642151.58,610630.69,25.79,,,34.6,64.5,64.5,54.9,74.6,36.6,16.3,54.9,74.6,25.54,27.77,58.5,112.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101493.3,,,,,,112.71,,,,,20631.8,,-8212.7,,,,,,,,11.97,,,12.08,,,,12.4,,,,0.11,,,,0.43,,125.97,806.5,780.36,,,65.94,66.25,56.71,25.61,12.08,43.15,50.336,55.23,45.32,52.77,49.07,103.88,49.09,53.19,61.1,45.7,3.18,0.09,3.59,,,,,3.34
1994.4.1,650969.16,631858.54,25.66,,,34.4,64.3,64.3,54.4,74.6,35.9,16.4,54.4,74.6,25.35,28.18,56.6,112.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103223.2,,,,,,111.92,,,,,20688,,-8428.5,,,,,,,,11.55,,,12.21,,,,12.43,,,,0.66,,,,0.88,,126.05,807.5,794.78,943.08,,65.85,66.16,56.95,25.8,13.75,43.24,50.375,55.28,45.93,53.14,49.02,103.88,49.3,53.36,61.23,46.4,4.89,1.02,1.08,,,,,3.56
1994.5.1,650969.16,631858.54,26.48,,,35.6,66,66,56.9,75.3,37.9,16.9,56.9,75.3,26.1,29.43,60.1,115.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103223.2,,,,,,111.85,,,,,20465.7,,-8468.9,,,,,,,,11.71,,,12.13,,,,12.33,,,,0.42,,,,0.62,,126.29,806.1,771.61,944.55,,65.69,65.83,57.02,25.92,14.79,43.24,50.847,55.42,45.58,53.46,48.97,103.88,49.46,53.58,61.42,46.4,4.89,1.02,1.08,,,,,4.01
1994.6.1,650969.16,631858.54,26.85,,,37.3,65.9,65.9,56.4,75.8,39.6,17,56.4,75.8,26.47,29.77,53.6,113.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103223.2,,,,,,110.06,,,,,22250.7,,-7044.5,,,,,,,,12.59,,,12.1,,,,12.4,,,,-0.49,,,,-0.19,,125.98,805.5,815.28,971.43,,65.85,66.08,57.33,26.06,15.69,43.33,51.055,55.51,45.67,53.65,49.22,103.88,49.94,53.98,61.62,46.4,4.89,1.02,1.08,,,,,4.25
1994.7.1,659252.09,653188.08,25.85,,,32.2,63.8,63.8,52.9,74.4,33.9,16.6,52.9,74.4,25.35,32.18,61.6,107.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105354.1,,,,,,110.96,,,,,20787.1,,-7992.2,,,,,,,,12.47,,,12.14,,,,12.58,,,,-0.33,,,,0.11,,124.15,802.6,803,970.02,,66.08,66.16,57.88,26.62,16.4,43.4,51.574,55.61,45.99,53.74,49.83,103.88,50.15,54.15,61.74,47.3,4.57,1.33,2.4,,,,,4.26
1994.8.1,659252.09,653188.08,26.54,,,33.6,65.3,65.3,53.9,75.9,34.9,17.1,53.9,75.9,26.04,31.63,62.1,110.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105354.1,,,,,,109.61,,,,,22112.7,,-5603.8,,,,,,,,14.98,,,12.2,,,,13.29,,,,-2.78,,,,-1.69,,124.67,801.1,805.13,969.01,,66.89,67.33,58.28,27.27,15.93,43.48,51.886,55.61,46.09,54.94,50.24,103.17,50.41,54.32,61.94,47.3,4.57,1.33,2.4,,,,,4.47
1994.9.1,659252.09,653188.08,27.42,,,38.4,66.3,66.3,56.2,76.2,39.9,17.4,56.2,76.2,27.03,30.74,61.6,114.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105354.1,,,,,,108.32,,,,,23111.7,,-6201.2,,,,,,,,12.39,16.21,,12.34,,,,13.69,,3.82,,-0.05,,,,1.3,,124.45,798.9,811.07,986.4,,66.41,66.58,58.66,27.59,15.25,43.53,51.99,55.56,45.93,55.03,49.93,101.76,50.47,54.26,62.13,47.3,4.57,1.33,2.4,,,,,4.73
1994.10.1,684061.41,682393.53,27.79,,,39.3,66.8,66.8,58.3,76,41.2,17.7,58.3,76,27.47,30.67,62.6,116.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108594.5,,,,,,107.23,,,,,22514.1,,-6046.4,,,,,,,,11.47,15.43,,12.76,,,,13.77,,3.96,,1.29,,,,2.3,,124.27,796.9,817.92,1006.17,,66.17,66.32,59.27,27.54,15.37,43.64,51.835,55.79,45.77,54.99,49.73,101.86,50.52,54.32,62.32,47.5,4.84,1.31,2.51,,,,,4.76
1994.11.1,684061.41,682393.53,28.35,,,40.5,68,68,60.1,76.5,42.5,18,60.1,76.5,28.08,30.25,61.2,115.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108594.5,,,,,,104.89,,,,,22462,,-5737,,,,,,,,12.73,14.86,,12.98,,,,13.81,,2.13,,0.25,,,,1.08,,124.84,794.3,803.13,963.88,,66.01,66,59.68,27.41,15.92,43.76,51.99,55.84,45.74,54.99,49.78,101.86,50.63,54.49,62.45,47.5,4.84,1.31,2.51,,,,,5.29
1994.12.1,684061.41,682393.53,28.16,,,39.5,67.5,67.5,60,75,42.4,18,60,75,27.9,29.97,62.9,115.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108594.5,,,,,,106.06,,,,,25204.1,,-4359.9,,,,,,,,14.05,16.18,,13.67,,,,14.22,,2.13,,-0.38,,,,0.17,,127.11,788.7,790.68,967.66,,66.25,66.41,59.9,27.59,15.46,44.04,52.302,55.89,45.8,54.99,49.68,101.36,50.73,54.55,62.64,47.5,4.84,1.31,2.51,,,,,5.45
1995.1.1,701349.48,667485.49,28.78,,,42,69,69,63.7,74.6,46.4,18,63.7,74.6,28.41,30.66,64.3,115.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112536.9,,,,,,102.99,,,,,26051.3,,-5438,,,,,,,,15.61,16.62,,13.92,,,,14.86,,1.01,,-1.69,,,,-0.75,,127.3,786.7,791.65,980.62,,66.87,67.34,60.81,28.3,16.01,44.32,52.77,55.98,46.02,55.48,50.24,102.16,51.21,55.11,62.83,48.4,5.86,1.88,2.54,,,,,5.53
1995.2.1,701349.48,667485.49,28.61,,,41.9,68.4,68.4,60.2,76.8,44.9,18.2,60.2,76.8,28.33,30.31,65.7,112.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112536.9,,,,,,104.5,,,,,24040.7,,-2757,,,,,,,,14.89,18.06,,14.11,,,,15.34,,3.17,,-0.78,,,,0.45,,126.66,786,809.47,995.67,,66.96,67.34,61.23,28.46,16.55,44.55,52.511,56.03,46.5,55.59,50.49,101.46,51.37,55.22,62.96,48.4,5.86,1.88,2.54,,,,,5.92
1995.3.1,701349.48,667485.49,29.48,,,44.9,69.6,69.6,62.8,77.3,47.5,18.6,62.8,77.3,29.1,31.89,68.2,115.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112536.9,,,,,,103.12,,,,,24285.4,,-1971.8,,,,,,,,12,16,,14.2,,,,14.98,,4,,2.2,,,,2.98,,124.99,771.5,862.25,1004.42,,67.78,68.21,61.66,28.81,16.33,44.72,52.406,56.09,47.13,55.71,50.85,101.56,52.11,55.79,63.15,48.4,5.86,1.88,2.54,,,,,5.98
1995.4.1,716956.37,702141.33,29.57,,,44.5,69,69,62,76.7,47.3,18.9,62,76.7,29.19,32.59,63.6,114.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115078.4,,,,,,103.46,,,,,23452,,-3092.8,,,,,,,,12.5,14.96,,14.2,,,,14.67,,2.46,,1.7,,,,2.17,,123.54,761.8,904.21,1009.46,,68.11,68.48,62,28.75,17.38,45.26,52.77,56.09,48.24,56.96,50.95,101.66,52.7,56.24,63.41,49.3,-0.91,2.17,3.7,,,,,6.05
1995.5.1,716956.37,702141.33,29.13,,,43.8,68,68,57.6,77.9,45.5,18.9,57.6,77.9,28.76,33.2,63.9,112.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115078.4,,,,,,105.15,,,,,24420.6,,-2054.2,,,,,,,,13.48,15.39,,14.2,,14.81,,14.9,,1.91,,0.72,,1.33,,1.42,,125.16,760.1,913.58,1007.89,,68.11,68.57,62.33,29.18,17.29,45.43,53.289,56.2,48.53,57.01,50.89,101.66,52.85,56.47,63.79,49.3,-0.91,2.17,3.7,,,,,6.01
1995.6.1,716956.37,702141.33,30.17,,,43.9,70.1,70.1,62.3,78.7,46.8,19.3,62.3,78.7,29.88,33.73,55,116.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115078.4,,,,,,103,,,,,24840.9,,-1942,,,,,,,,12.68,15.12,,14.2,,14.58,,14.67,,2.44,,1.52,,1.9,,1.99,,124.93,758.1,896.1,1012.75,,67.78,68.04,62.66,29.1,16.19,45.56,53.499,56.43,48.19,57.01,50.49,100.15,53.01,56.52,64.05,49.3,-0.91,2.17,3.7,,,,,6
1995.7.1,734341.61,735748.74,30.17,,,43.4,70.8,70.8,64.1,78.1,46.4,19.2,64.1,78.1,29.8,34.08,68.5,114.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117096.9,,,,,,107.89,,,,,24281.6,,-2381.7,,,,,,,,11.23,14.63,,14.19,,14.09,,14.17,,3.4,,2.96,,2.86,,2.94,,126.41,756.5,856.74,1017.19,,67.53,67.7,62.66,28.46,15.07,45.8,53.862,56.43,48.19,57.18,50.44,100.05,53.38,56.81,64.37,50.3,5.32,0.83,0.92,,,,,5.85
1995.8.1,734341.61,735748.74,30.35,,,43.2,69.4,69.4,61.2,77,46.3,19.4,61.2,77,29.8,35.84,66.8,113.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117096.9,,,,,,107.45,,,,,24470.1,,-2242.6,,,,,,,,11.57,13.83,,13.33,,13.13,,13.22,,2.26,,1.76,,1.56,,1.65,,128.96,777.1,783.76,987.69,,67.28,67.61,62.83,27.94,15.41,45.87,54.226,56.54,48.62,57.18,50.74,100.15,53.65,57.09,64.5,50.3,5.32,0.83,0.92,,,,,5.74
1995.9.1,734341.61,735748.74,30.08,,,43.9,68.2,68.2,61.3,75.5,46.3,19.3,61.3,75.5,29.71,34.52,68,111.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117096.9,,,,,,108.05,,,,,25036.9,,-2139.1,,,,,,,,11.3,13.41,,12.86,,12.82,,12.91,,2.11,,1.56,,1.52,,1.61,,130.76,768.4,770.52,996.69,,67.78,68.3,63.26,28.3,15.53,45.88,54.538,56.66,49.39,57.13,51.5,100.25,53.81,57.26,64.69,50.3,5.32,0.83,0.92,,,,,5.8
1995.10.1,750667.52,748004.75,30.26,,,43.1,68.5,68.5,62.6,75.6,47.3,19.7,62.6,75.6,29.88,35.14,65.6,111.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119912.4,,,,,,109.57,,,,,24399.6,,-2456.3,,,,,,,,11.04,12.56,,12.58,,12.1,,12.16,,1.52,,1.54,,1.06,,1.12,,131.09,765.5,752.7,997.45,,67.12,67.43,62.83,28.16,14.87,45.78,54.538,56.82,49.59,57.13,50.95,99.85,53.97,57.32,64.75,50.6,6.3,-0.3,2.14,,,,,5.76
1995.11.1,750667.52,748004.75,30.43,,,43.4,69.4,69.4,64.5,75.9,46.9,19.9,64.5,75.9,30.14,34.96,67,111.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119912.4,,,,,,108.91,,,,,25837.3,,-1249.9,,,,,,,,11.31,12.08,,12.17,,11.92,,11.99,,0.77,,0.86,,0.61,,0.68,,131.32,769.2,757.09,989.11,,66.54,66.64,62.49,27.65,15.74,45.72,54.798,56.99,48.53,57.13,50.59,99.95,54.13,57.49,64.95,50.6,6.3,-0.3,2.14,,,,,5.8
1995.12.1,750667.52,748004.75,31.13,,,45,69.3,69.3,64.7,74.6,48.4,20.1,64.7,74.6,30.75,34.87,65.8,113.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119912.4,,,,,,107.34,,,,,29305.4,,-119.4,,,,,,,,10.96,11.88,,11.65,,11.63,,11.65,,0.92,,0.69,,0.67,,0.69,,131.6,774.7,749.23,989.87,,67.12,67.61,62.58,28.02,17.17,45.69,55.057,56.82,49.3,58.66,50.89,99.95,54.5,57.77,65.14,50.6,6.3,-0.3,2.14,,,,,5.6
1996.1.1,766173.91,748301.57,31.04,,,46.4,69.8,69.8,65.2,75.2,50.1,20.1,65.2,75.2,30.66,35.14,69.6,111.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,122065.6,,,,,,108.8,,,,,26314,,-663.1,,,,,,,,10.45,11.88,,11.82,,11.94,,12.01,,1.43,,1.37,,1.49,,1.56,,130.37,784.3,730.46,963.98,,67.94,68.74,62.93,29.18,16.72,45.83,55.162,56.94,49.78,59.4,51.5,100.45,54.87,58.17,65.2,51.6,-0.61,1.76,2.94,,,,,5.56
1996.2.1,766173.91,748301.57,31.73,,,49.2,71.1,71.1,64.5,78.2,52.3,20.4,64.5,78.2,31.36,35.49,69.6,114.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,122065.6,,,,,,109.85,,,,,27308,,-1042.9,,,,,,,,10.68,11.82,,11.9,,12.01,,11.88,,1.14,,1.22,,1.33,,1.2,,131.72,780.7,744.23,984.15,,68.27,69.17,62.93,29.32,16,45.82,55.162,57.11,49.59,59.46,51.81,100.45,55.08,58.33,65.39,51.6,-0.61,1.76,2.94,,,,,5.22
1996.3.1,766173.91,748301.57,31.73,,,47.8,72.2,72.2,64.8,80.3,50.5,20.4,64.8,80.3,31.36,36.37,70.6,113.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,122065.6,,,,,,112.3,,,,,27163.4,,-347.8,,,,,,,,10.32,11.67,,11.81,,11.92,,11.76,,1.35,,1.49,,1.6,,1.44,,131.73,782.7,729.76,983.07,,68.18,69.09,62.42,29.18,16.97,45.74,55.162,57.16,49.63,59.46,51.76,100.45,55.83,58.96,65.52,51.6,-0.61,1.76,2.94,,,,,5.31
1996.4.1,781233.63,767921.93,32.69,,,48.9,73.5,73.5,63.8,83.3,51.9,21.4,63.8,83.3,32.4,36.98,72.2,116.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,124522.4,,,,,,112.39,,,,,24076.7,,-3242.5,,,,,,,,9.46,10.72,,10.93,,11.04,,10.97,,1.26,,1.47,,1.58,,1.51,,132.59,778.7,742.15,959.05,,68.43,69.61,62.58,29.61,17.66,45.77,55.369,57.16,50.26,59.46,52.21,100.25,56.09,59.18,65.72,52.8,1.59,1.57,2.31,,,,,5.22
1996.5.1,781233.63,767921.93,32.77,,,48.9,73.3,73.3,67.1,80.4,51.2,21.7,67.1,80.4,32.4,37.16,70.2,115.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,124522.4,,,,,,115.83,,,,,23456.5,,-3265.1,,,,,,,,11.41,11.01,,11.02,,11.01,,11.03,,-0.4,,-0.39,,-0.4,,-0.38,,132.75,787.9,731.74,967.94,,68.43,69.61,62.33,29.76,16.92,45.78,55.786,57.67,50.69,59.46,52.62,99.75,56.3,59.35,66.1,52.8,1.59,1.57,2.31,,,,,5.24
1996.6.1,781233.63,767921.93,31.82,,,45.3,70,70,58.5,81.1,48.7,21,58.5,81.1,31.44,37.33,67.2,109.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,124522.4,,,433596,1894210,14464904,120.33,,,,,23662.1,,-3030.7,,,,,,,,12.37,12.55,,11.76,,11.51,,11.55,,0.18,,-0.61,,-0.86,,-0.82,,130.46,810.6,738.76,1007.74,,68.6,69.78,62.25,29.76,17.31,45.84,56.097,57.78,50.79,59.46,52.52,99.65,56.46,59.47,66.42,52.8,1.59,1.57,2.31,,,,,5.27
1996.7.1,795807.3,791899.79,32.51,,,47.8,71.7,71.7,65.7,78.2,52,21.4,65.7,78.2,32.05,38.12,79.3,112.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,124986.5,,,444591,1594932,14391171,119.96,,,,,24072.7,,-2551.3,,,,,,,,12.94,13.23,,12.18,,11.85,,11.91,,0.29,,-0.76,,-1.09,,-1.03,,127.95,813.3,753.2,1034.84,,69.5,71.02,62.75,30.26,17.72,45.81,56.305,56.71,52.67,59.4,52.87,99.55,56.62,59.58,66.55,53.6,-3.54,-0.37,1.69,,,,,5.4
1996.8.1,795807.3,791899.79,32.34,,,47.5,71.3,71.3,64.1,78.2,52.2,21,64.1,78.2,31.88,39.35,83.9,111.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,124986.5,,,282325,1735226,14298851,121.27,,,,,24142.2,,-2152.1,,,,,,,,15.39,15.71,,12.67,,12.27,,12.34,,0.32,,-2.72,,-3.12,,-3.05,,126.73,819.4,752.09,1043.1,,69.67,71.18,62.66,30.91,18.6,45.79,56.565,56.77,53.15,59.4,53.08,99.65,56.89,59.86,66.74,53.6,-3.54,-0.37,1.69,,,,,5.22
1996.9.1,795807.3,791899.79,32.77,,,49.1,71.3,71.3,65.5,77.6,53.3,21.1,65.5,77.6,32.4,38.83,76.7,113.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,124986.5,,,282726,1645486,16185974,119.42,,,,,28473.2,,-2536.5,,,,,,,,13.91,14.67,,12.8,,12.19,,12.18,,0.76,,-1.11,,-1.72,,-1.73,,126.76,821.2,740.15,1026.71,,69.83,71.54,62.93,31.41,20.27,45.83,56.617,56.77,53.15,59.4,53.18,99.85,57.05,59.98,66.87,53.6,-3.54,-0.37,1.69,,,,,5.3
1996.10.1,810652.49,807903.95,32.34,,,49.9,70.6,70.6,64.8,77.7,53.8,21,64.8,77.7,31.96,38.74,81.1,112.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,129363.8,,,733751,1752760,13299768,116.84,,,,,25657.5,,-1311,,,,,,,,14.42,14.64,,12.8,,12.08,,12.09,,0.22,,-1.62,,-2.34,,-2.33,,126.72,831.3,729.85,1055.34,,69.58,71.18,63.17,32.21,21.63,45.77,56.721,56.88,53.2,59.4,53.03,99.65,57.15,60.09,67,54,14.59,1.6,2.48,,,,,5.24
1996.11.1,810652.49,807903.95,32.77,,,50.2,70.2,70.2,67.4,75.2,53.1,21.6,67.4,75.2,32.31,38.65,86,112.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,129363.8,,,447066,2456349,14247850,119.24,,,,,22860.2,,-1050.1,,,,,,,,14.35,14.59,,12.8,,12.12,,12.17,,0.24,,-1.55,,-2.23,,-2.18,,125.96,828.7,727.79,1039.19,,69.5,71.02,63.43,32.71,20.95,45.65,56.825,57.05,53.63,59.51,53.03,99.14,57.21,60.09,67.06,54,14.59,1.6,2.48,,,,,5.31
1996.12.1,810652.49,807903.95,33.64,,,50.2,70.2,70.2,64.1,76.6,54.3,22.2,64.1,76.6,33.18,38.74,88,111.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,129363.8,,,1680260,2061343,16301712,115.21,,,,,25722.4,,308.7,,,,,,,,12.48,14.44,,12.8,,12.19,,12.57,,1.96,,0.32,,-0.29,,0.09,,125.3,844.2,726.51,1048.58,,69.99,71.71,63.6,32.71,21.57,45.81,57.24,57.11,54.74,59.74,53.33,98.84,57.31,60.15,67.32,54,14.59,1.6,2.48,,,,,5.29
